task_order,task_id,model,run,submission_status,terminal_status,terminal_pass,verifier_error,source_path,validity_status,validity_pass,validity_value,tanimoto_similarity_status,tanimoto_similarity_pass,tanimoto_similarity_value,scaffold_mcs_status,scaffold_mcs_pass,scaffold_mcs_value,interaction_similarity_status,interaction_similarity_pass,interaction_similarity_value,binding_probability_status,binding_probability_pass,binding_probability_value
35,smdd_003_5UEN_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.325,passed,True,0.53125,failed,False,0.35714285714285715,passed,True,0.9184669852256775
35,smdd_003_5UEN_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.2894736842105263,passed,True,0.5,failed,False,0.5555555555555556,failed,False,0.684434711933136
35,smdd_003_5UEN_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5UEN_0/result.json,passed,True,True,passed,True,0.21839080459770116,passed,True,0.5,failed,False,0.18181818181818182,passed,True,0.7391466200351715
35,smdd_003_5UEN_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_5UEN_0__w55pEU5/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
36,smdd_003_5UEN_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.3974358974358974,passed,True,0.6428571428571429,failed,False,0.4,passed,True,0.7751339972019196
36,smdd_003_5UEN_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.2872340425531915,passed,True,0.4666666666666667,failed,False,0.4,passed,True,0.7487906217575073
36,smdd_003_5UEN_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.35365853658536583,passed,True,0.5,failed,False,0.5,passed,True,0.8986885845661163
36,smdd_003_5UEN_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.3246753246753247,passed,True,0.42857142857142855,failed,False,0.7,failed,False,0.5824398994445801
36,smdd_003_5UEN_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.2696629213483146,passed,True,0.6428571428571429,failed,False,0.5454545454545454,failed,False,0.2737021893262863
36,smdd_003_5UEN_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.34615384615384615,passed,True,0.45161290322580644,failed,False,0.5555555555555556,failed,False,0.610590398311615
36,smdd_003_5UEN_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_5UEN_1/result.json,passed,True,True,passed,True,0.44155844155844154,passed,True,0.6428571428571429,failed,False,0.35714285714285715,failed,False,0.23380304127931595
36,smdd_003_5UEN_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_5UEN_1__sHiBsrX/verifier/reward.json,passed,True,1.0,passed,True,0.15584415584415584,passed,True,0.42857142857142855,failed,False,0.5,passed,True,0.8452175557613373
37,smdd_003_6L6E_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.3333333333333333,passed,True,0.47058823529411764,failed,False,0.38461538461538464,passed,True,0.9106250405311584
37,smdd_003_6L6E_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.2857142857142857,passed,True,0.5294117647058824,failed,False,0.3076923076923077,passed,True,0.7142094373703003
37,smdd_003_6L6E_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.4090909090909091,passed,True,0.6470588235294118,failed,False,0.625,passed,True,0.7831372320652008
37,smdd_003_6L6E_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.42857142857142855,failed,False,0.7777777777777778,failed,False,0.5454545454545454,passed,True,0.8893740177154541
37,smdd_003_6L6E_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.2608695652173913,passed,True,0.6470588235294118,failed,False,0.36363636363636365,passed,True,0.9215576946735382
37,smdd_003_6L6E_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.3770491803278688,passed,True,0.4117647058823529,failed,False,0.375,failed,False,0.6655820608139038
37,smdd_003_6L6E_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6L6E_0/result.json,passed,True,True,passed,True,0.21333333333333335,passed,True,0.6470588235294118,failed,False,0.3,failed,False,0.6336200833320618
37,smdd_003_6L6E_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6L6E_0__5by5pAJ/verifier/reward.json,passed,True,1.0,passed,True,0.09090909090909091,passed,True,0.44,failed,False,0.4166666666666667,passed,True,0.7700357735157013
38,smdd_003_6L6E_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.47058823529411764,passed,True,0.47058823529411764,failed,False,0.36363636363636365,passed,True,0.8626239597797394
38,smdd_003_6L6E_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.4878048780487805,passed,True,0.6470588235294118,failed,False,0.5,passed,True,0.7926503121852875
38,smdd_003_6L6E_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.0990990990990991,passed,True,0.5,failed,False,0.4166666666666667,passed,True,0.8948974013328552
38,smdd_003_6L6E_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.39361702127659576,passed,True,0.5714285714285714,failed,False,0.5,passed,True,0.9587472081184387
38,smdd_003_6L6E_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.14942528735632185,failed,False,0.7058823529411765,failed,False,0.36363636363636365,passed,True,0.7400969564914703
38,smdd_003_6L6E_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.1485148514851485,passed,True,0.4117647058823529,failed,False,0.3333333333333333,passed,True,0.8765907287597656
38,smdd_003_6L6E_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6L6E_1/result.json,passed,True,True,passed,True,0.47560975609756095,passed,True,0.6470588235294118,failed,False,0.5454545454545454,passed,True,0.7292709350585938
38,smdd_003_6L6E_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6L6E_1__gKVENGz/verifier/reward.json,passed,True,1.0,passed,True,0.13978494623655913,passed,True,0.5,failed,False,0.2857142857142857,failed,False,0.33313848078250885
39,smdd_003_6L6K_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.38461538461538464,passed,True,0.6,failed,False,0.5555555555555556,passed,True,0.9106945693492889
39,smdd_003_6L6K_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.4,passed,True,0.6,failed,False,0.55,passed,True,0.895070880651474
39,smdd_003_6L6K_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.1232876712328767,passed,True,0.3333333333333333,failed,False,0.5882352941176471,passed,True,0.9729189574718475
39,smdd_003_6L6K_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.2698412698412698,passed,True,0.6,failed,False,0.4375,passed,True,0.9104238748550415
39,smdd_003_6L6K_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.08695652173913043,passed,True,0.6,failed,False,0.4666666666666667,failed,False,0.6658937036991119
39,smdd_003_6L6K_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.15714285714285714,passed,True,0.5,failed,False,0.5294117647058824,passed,True,0.7404028177261353
39,smdd_003_6L6K_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6L6K_0/result.json,passed,True,True,passed,True,0.2535211267605634,passed,True,0.42857142857142855,failed,False,0.42105263157894735,passed,True,0.7259638011455536
39,smdd_003_6L6K_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6L6K_0__PpXEung/verifier/reward.json,passed,True,1.0,passed,True,0.109375,passed,True,0.42857142857142855,failed,False,0.5,passed,True,0.8670307099819183
40,smdd_003_6L6K_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.4657534246575342,passed,True,0.6,failed,False,0.5294117647058824,passed,True,0.9063799381256104
40,smdd_003_6L6K_1,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.37777777777777777,passed,True,0.375,failed,False,0.5263157894736842,passed,True,0.903650552034378
40,smdd_003_6L6K_1,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.34285714285714286,passed,True,0.6,failed,False,0.6875,passed,True,0.9785541892051697
40,smdd_003_6L6K_1,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.2222222222222222,passed,True,0.5,failed,False,0.625,passed,True,0.9182220995426178
40,smdd_003_6L6K_1,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.09210526315789473,passed,True,0.35294117647058826,failed,False,0.25,passed,True,0.8313893973827362
40,smdd_003_6L6K_1,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.24050632911392406,passed,True,0.5,failed,False,0.6875,passed,True,0.7735441029071808
40,smdd_003_6L6K_1,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6L6K_1/result.json,passed,True,True,passed,True,0.4358974358974359,passed,True,0.6,failed,False,0.625,passed,True,0.8353554606437683
40,smdd_003_6L6K_1,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6L6K_1__Lf329Uf/verifier/reward.json,passed,True,1.0,passed,True,0.0625,passed,True,0.5,failed,False,0.5714285714285714,failed,False,0.6789543330669403
41,smdd_003_6L6K_2,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.20588235294117646,passed,True,0.5333333333333333,failed,False,0.5,passed,True,0.8729386627674103
41,smdd_003_6L6K_2,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.11594202898550725,passed,True,0.6153846153846154,failed,False,0.4,passed,True,0.7116232216358185
41,smdd_003_6L6K_2,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.3225806451612903,passed,True,0.46153846153846156,failed,False,0.7333333333333333,passed,True,0.959188312292099
41,smdd_003_6L6K_2,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.1746031746031746,passed,True,0.6111111111111112,failed,False,0.7142857142857143,passed,True,0.9060841798782349
41,smdd_003_6L6K_2,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.13333333333333333,passed,True,0.6153846153846154,failed,False,0.5,failed,False,0.6276178359985352
41,smdd_003_6L6K_2,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.14545454545454545,passed,True,0.46153846153846156,failed,False,0.42857142857142855,passed,True,0.8627116978168488
41,smdd_003_6L6K_2,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6L6K_2/result.json,passed,True,True,passed,True,0.18840579710144928,passed,True,0.46153846153846156,failed,False,0.6666666666666666,failed,False,0.4974490702152252
41,smdd_003_6L6K_2,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6L6K_2__8jMjzm4/verifier/reward.json,passed,True,1.0,passed,True,0.11864406779661017,failed,False,0.6923076923076923,failed,False,0.35714285714285715,passed,True,0.7290169298648834
42,smdd_003_6ME6_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.4603174603174603,passed,True,0.5789473684210527,failed,False,0.5882352941176471,passed,True,0.8014294803142548
42,smdd_003_6ME6_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.3114754098360656,passed,True,0.5555555555555556,failed,False,0.3125,passed,True,0.7506118714809418
42,smdd_003_6ME6_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.21739130434782608,failed,False,0.7333333333333333,failed,False,0.375,passed,True,0.9768552780151367
42,smdd_003_6ME6_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.4,failed,False,0.875,failed,False,0.5294117647058824,passed,True,0.9822207689285278
42,smdd_003_6ME6_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.3508771929824561,failed,False,0.6666666666666666,failed,False,0.25,passed,True,0.9376404583454132
42,smdd_003_6ME6_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.31343283582089554,failed,False,0.8333333333333334,failed,False,0.5,failed,False,0.5514421761035919
42,smdd_003_6ME6_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6ME6_0/result.json,passed,True,True,passed,True,0.16417910447761194,passed,True,0.4,failed,False,0.14285714285714285,passed,True,0.7671008110046387
42,smdd_003_6ME6_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,max_turns_exceeded,not_evaluated,False,True,results/blog/scaffold_hopping/v1/smdd_003_6ME6_0__JHtdKAB/verifier/reward.json,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,,not_evaluated,False,
43,smdd_003_6OIN_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6OIN_0/result.json,passed,True,True,passed,True,0.21428571428571427,passed,True,0.52,failed,False,0.3,passed,True,0.7239663302898407
43,smdd_003_6OIN_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6OIN_0/result.json,passed,True,True,passed,True,0.2597402597402597,passed,True,0.4074074074074074,failed,False,0.6470588235294118,failed,False,0.4201835095882416
43,smdd_003_6OIN_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6OIN_0/result.json,passed,True,True,passed,True,0.296875,passed,True,0.48148148148148145,failed,False,0.3333333333333333,passed,True,0.7376773357391357
43,smdd_003_6OIN_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6OIN_0/result.json,passed,True,True,passed,True,0.45161290322580644,failed,False,0.76,failed,False,0.6875,passed,True,0.7176593542098999
43,smdd_003_6OIN_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6OIN_0/result.json,passed,True,True,passed,True,0.18571428571428572,passed,True,0.4,failed,False,0.5333333333333333,failed,False,0.5616328418254852
43,smdd_003_6OIN_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6OIN_0/result.json,passed,True,True,passed,True,0.1111111111111111,passed,True,0.4,failed,False,0.3333333333333333,failed,False,0.5873914659023285
43,smdd_003_6OIN_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6OIN_0/result.json,passed,True,True,failed,False,0.5,passed,True,0.48,failed,False,0.3333333333333333,passed,True,0.8068441152572632
43,smdd_003_6OIN_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6OIN_0__edAesUQ/verifier/reward.json,passed,True,1.0,passed,True,0.12345679012345678,passed,True,0.6,failed,False,0.3888888888888889,failed,False,0.6934729516506195
44,smdd_003_6X8I_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.44047619047619047,passed,True,0.55,failed,False,0.6666666666666666,passed,True,0.7171585559844971
44,smdd_003_6X8I_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.4074074074074074,failed,False,0.7,failed,False,0.7222222222222222,passed,True,0.7351507246494293
44,smdd_003_6X8I_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.13793103448275862,passed,True,0.3,failed,False,0.5555555555555556,passed,True,0.9817116558551788
44,smdd_003_6X8I_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.4268292682926829,passed,True,0.55,failed,False,0.5,passed,True,0.7355270981788635
44,smdd_003_6X8I_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.15384615384615385,passed,True,0.5,failed,False,0.5263157894736842,failed,False,0.6877741813659668
44,smdd_003_6X8I_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.3103448275862069,passed,True,0.45,failed,False,0.6875,failed,False,0.6796351969242096
44,smdd_003_6X8I_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_6X8I_0/result.json,passed,True,True,passed,True,0.11363636363636363,passed,True,0.3,failed,False,0.47368421052631576,failed,False,0.6693325489759445
44,smdd_003_6X8I_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_6X8I_0__94ify9F/verifier/reward.json,passed,True,1.0,passed,True,0.13186813186813187,passed,True,0.4,failed,False,0.6111111111111112,failed,False,0.510422870516777
45,smdd_003_7KJS_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.1836734693877551,passed,True,0.6086956521739131,failed,False,0.6666666666666666,passed,True,0.8724648654460907
45,smdd_003_7KJS_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.1836734693877551,passed,True,0.48148148148148145,failed,False,0.5555555555555556,failed,False,0.5384002327919006
45,smdd_003_7KJS_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.3258426966292135,failed,False,0.6521739130434783,failed,False,0.2222222222222222,passed,True,0.902162104845047
45,smdd_003_7KJS_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.3516483516483517,failed,False,0.8695652173913043,failed,False,0.6666666666666666,passed,True,0.9013875722885132
45,smdd_003_7KJS_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.42045454545454547,passed,True,0.6086956521739131,failed,False,0.4444444444444444,failed,False,0.18572719395160675
45,smdd_003_7KJS_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.19101123595505617,passed,True,0.5652173913043478,failed,False,0.45454545454545453,failed,False,0.5278991311788559
45,smdd_003_7KJS_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_7KJS_0/result.json,passed,True,True,passed,True,0.08791208791208792,passed,True,0.30434782608695654,failed,False,0.3,failed,False,0.23485682159662247
45,smdd_003_7KJS_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_7KJS_0__273xhSj/verifier/reward.json,passed,True,1.0,passed,True,0.13333333333333333,passed,True,0.21739130434782608,failed,False,0.0,failed,False,0.14834038677508943
46,smdd_003_7OKM_0,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.12264150943396226,passed,True,0.5,failed,False,0.2,failed,False,0.5577195733785629
46,smdd_003_7OKM_0,DeepSeek V3.2,deepseek_v32_full_eval,,failed,False,False,evaluator/results/deepseek_v32_full_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.15384615384615385,passed,True,0.40625,failed,False,0.3333333333333333,failed,False,0.6772240698337555
46,smdd_003_7OKM_0,Gemini 3.1 Pro,gemini_31_pro_med_full_eval,,failed,False,False,evaluator/results/gemini_31_pro_med_full_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.4,failed,False,0.6875,failed,False,0.6,passed,True,0.850481778383255
46,smdd_003_7OKM_0,GPT-5.4,gpt_54_med_full_eval,,failed,False,False,evaluator/results/gpt_54_med_full_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.35294117647058826,failed,False,0.875,failed,False,0.75,passed,True,0.8900343775749207
46,smdd_003_7OKM_0,Kimi K2.5 Thinking,kimi_k25_thinking_full_eval,,failed,False,False,evaluator/results/kimi_k25_thinking_full_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.3157894736842105,passed,True,0.4375,failed,False,0.6666666666666666,failed,False,0.6489365249872208
46,smdd_003_7OKM_0,MiniMax M2.7,minimax_m27_eval,,failed,False,False,evaluator/results/minimax_m27_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.1509433962264151,passed,True,0.625,failed,False,0.3333333333333333,failed,False,0.6567831933498383
46,smdd_003_7OKM_0,Qwen 3.5 397B-A17B,qwen35_397B_A17B_eval,,failed,False,False,evaluator/results/qwen35_397B_A17B_eval/smdd_003_7OKM_0/result.json,passed,True,True,passed,True,0.0594059405940594,passed,True,0.3125,failed,False,0.5,failed,False,0.46809054911136627
46,smdd_003_7OKM_0,Qwen 3.5 9B V1,results/blog/scaffold_hopping/v1,submitted,failed,False,False,results/blog/scaffold_hopping/v1/smdd_003_7OKM_0__JwnY3Sn/verifier/reward.json,passed,True,1.0,passed,True,0.09900990099009901,passed,True,0.3125,failed,False,0.4,failed,False,0.3825600892305374
47,smdd_003_7OKM_1,Claude Sonnet 4.6,claude_sonnet_46_med_eval,,failed,False,False,evaluator/results/claude_sonnet_46_med_eval/smdd_003_7OKM_1/result.json,passed,True,True,passed,True,0.08620689655172414,passed,True,0.6060606060606061,failed,False,0.16666666666666666,failed,False,0.5855394452810287
